Card,Floor,Picked,Act,Boss
Sweeping Beam,1.0,True,1,False
Beam Cell,1.0,False,1,False
Scrape,1.0,False,1,False
SKIP,1.0,False,1,False
FTL,3.0,True,1,False
Sweeping Beam,3.0,False,1,False
Steam Power,3.0,False,1,False
SKIP,3.0,False,1,False
Claw,7.0,True,1,False
Stack,7.0,False,1,False
Conserve Battery,7.0,False,1,False
SKIP,7.0,False,1,False
Auto Shields,8.0,True,1,False
Compile Driver,8.0,False,1,False
Steam,8.0,False,1,False
SKIP,8.0,False,1,False
Static Discharge,11.0,True,1,False
Conserve Battery,11.0,False,1,False
Hello World,11.0,False,1,False
SKIP,11.0,False,1,False
Redo,12.0,True,1,False
Chill,12.0,False,1,False
Force Field,12.0,False,1,False
SKIP,12.0,False,1,False
Conserve Battery,13.0,True,1,False
Sweeping Beam,13.0,False,1,False
Barrage,13.0,False,1,False
SKIP,13.0,False,1,False
Barrage,14.0,True,1,False
Blizzard,14.0,False,1,False
Scrape,14.0,False,1,False
SKIP,14.0,False,1,False
Machine Learning,16.0,True,1,True
Electrodynamics,16.0,False,1,True
Multi-Cast,16.0,False,1,True
SKIP,16.0,False,1,True
Coolheaded,17.0,True,2,False
Heatsinks,17.0,False,2,False
Claw,17.0,False,2,False
SKIP,17.0,False,2,False
Coolheaded,18.0,True,2,False
BootSequence,18.0,False,2,False
Barrage,18.0,False,2,False
SKIP,18.0,False,2,False
Self Repair,22.0,True,2,False
Steam,22.0,False,2,False
Beam Cell,22.0,False,2,False
SKIP,22.0,False,2,False
White Noise,23.0,True,2,False
Storm,23.0,False,2,False
Steam,23.0,False,2,False
SKIP,23.0,False,2,False
Ball Lightning,28.0,True,2,False
Coolheaded,28.0,False,2,False
Sweeping Beam,28.0,False,2,False
SKIP,28.0,False,2,False
Tempest,29.0,True,2,False
Glacier,29.0,False,2,False
BootSequence,29.0,False,2,False
SKIP,29.0,False,2,False
Doom and Gloom,31.0,True,2,False
Conserve Battery,31.0,False,2,False
Stack,31.0,False,2,False
SKIP,31.0,False,2,False
Fusion,32.0,True,2,False
Reinforced Body,32.0,False,2,False
Hologram,32.0,False,2,False
SKIP,32.0,False,2,False
All For One,33.0,True,2,True
Biased Cognition,33.0,False,2,True
Buffer,33.0,False,2,True
SKIP,33.0,False,2,True
Stack,35.0,True,3,False
Barrage,35.0,False,3,False
Ball Lightning,35.0,False,3,False
SKIP,35.0,False,3,False
Loop,40.0,True,3,False
Defragment,40.0,False,3,False
Reprogram,40.0,False,3,False
SKIP,40.0,False,3,False
Darkness,41.0,True,3,False
Auto Shields,41.0,False,3,False
Reboot,41.0,False,3,False
SKIP,41.0,False,3,False
Stack,44.0,True,3,False
Beam Cell,44.0,False,3,False
Cold Snap,44.0,False,3,False
SKIP,44.0,False,3,False
Redo,45.0,True,3,False
Cold Snap,45.0,False,3,False
Streamline,45.0,False,3,False
SKIP,45.0,False,3,False
Sweeping Beam,0.0,True,1,False
Heatsinks,0.0,False,1,False
Chill,0.0,False,1,False
SKIP,0.0,False,1,False
Barrage,1.0,True,1,False
Stack,1.0,False,1,False
Beam Cell,1.0,False,1,False
SKIP,1.0,False,1,False
Tempest,5.0,True,1,False
Beam Cell,5.0,False,1,False
Claw,5.0,False,1,False
SKIP,5.0,False,1,False
Chaos,7.0,True,1,False
Blizzard,7.0,False,1,False
Melter,7.0,False,1,False
SKIP,7.0,False,1,False
Echo Form,10.0,True,1,False
Conserve Battery,10.0,False,1,False
Genetic Algorithm,10.0,False,1,False
SKIP,10.0,False,1,False
Rip and Tear,13.0,True,1,False
Steam Power,13.0,False,1,False
Storm,13.0,False,1,False
SKIP,13.0,False,1,False
Claw,14.0,True,1,False
Undo,14.0,False,1,False
Coolheaded,14.0,False,1,False
SKIP,14.0,False,1,False
Self Repair,1.0,True,1,False
Hologram,1.0,False,1,False
Claw,1.0,False,1,False
SKIP,1.0,False,1,False
Defragment,5.0,True,1,False
Beam Cell,5.0,False,1,False
Conserve Battery,5.0,False,1,False
SKIP,5.0,False,1,False
Streamline,7.0,True,1,False
Barrage,7.0,False,1,False
Lockon,7.0,False,1,False
SKIP,7.0,False,1,False
Genetic Algorithm,10.0,True,1,False
Undo,10.0,False,1,False
Doom and Gloom,10.0,False,1,False
SKIP,10.0,False,1,False
Defragment,11.0,True,1,False
Hologram,11.0,False,1,False
Force Field,11.0,False,1,False
SKIP,11.0,False,1,False
Amplify,13.0,True,1,False
Coolheaded,13.0,False,1,False
BootSequence,13.0,False,1,False
SKIP,13.0,False,1,False
Lockon,14.0,True,1,False
Consume,14.0,False,1,False
Force Field,14.0,False,1,False
SKIP,14.0,False,1,False
Machine Learning,16.0,True,1,True
Rainbow,16.0,False,1,True
Biased Cognition,16.0,False,1,True
SKIP,16.0,False,1,True
Conserve Battery,18.0,True,2,False
Auto Shields,18.0,False,2,False
Go for the Eyes,18.0,False,2,False
SKIP,18.0,False,2,False
Aggregate,20.0,True,2,False
Barrage,20.0,False,2,False
Undo,20.0,False,2,False
SKIP,20.0,False,2,False
Hologram,21.0,True,2,False
Steam Power,21.0,False,2,False
Coolheaded,21.0,False,2,False
SKIP,21.0,False,2,False
BootSequence,24.0,True,2,False
Redo,24.0,False,2,False
Scrape,24.0,False,2,False
SKIP,24.0,False,2,False
White Noise,25.0,True,2,False
Barrage,25.0,False,2,False
Cold Snap,25.0,False,2,False
SKIP,25.0,False,2,False
Cold Snap,30.0,True,2,False
Coolheaded,30.0,False,2,False
Steam,30.0,False,2,False
SKIP,30.0,False,2,False
Blizzard,31.0,True,2,False
Genetic Algorithm,31.0,False,2,False
Scrape,31.0,False,2,False
SKIP,31.0,False,2,False
Electrodynamics,33.0,True,2,True
Thunder Strike,33.0,False,2,True
Biased Cognition,33.0,False,2,True
SKIP,33.0,False,2,True
Fusion,35.0,True,3,False
Hologram,35.0,False,3,False
Barrage,35.0,False,3,False
SKIP,35.0,False,3,False
Redo,38.0,True,3,False
Leap,38.0,False,3,False
Go for the Eyes,38.0,False,3,False
SKIP,38.0,False,3,False
Capacitor,39.0,True,3,False
Beam Cell,39.0,False,3,False
Stack,39.0,False,3,False
SKIP,39.0,False,3,False
Echo Form,40.0,True,3,False
Darkness,40.0,False,3,False
Steam Power,40.0,False,3,False
SKIP,40.0,False,3,False
SKIP,41.0,True,3,False
Claw,41.0,False,3,False
Leap,41.0,False,3,False
Sweeping Beam,41.0,False,3,False
SKIP,41.0,False,3,False
Panacea,42.0,True,3,False
The Bomb,42.0,False,3,False
Impatience,42.0,False,3,False
SKIP,42.0,False,3,False
Compile Driver,44.0,True,3,False
Go for the Eyes,44.0,False,3,False
Reprogram,44.0,False,3,False
SKIP,44.0,False,3,False
Double Energy,48.0,True,3,False
Compile Driver,48.0,False,3,False
Ball Lightning,48.0,False,3,False
SKIP,48.0,False,3,False
Ball Lightning,1.0,True,1,False
Steam Power,1.0,False,1,False
Aggregate,1.0,False,1,False
SKIP,1.0,False,1,False
Capacitor,2.0,True,1,False
Compile Driver,2.0,False,1,False
Go for the Eyes,2.0,False,1,False
SKIP,2.0,False,1,False
Ball Lightning,5.0,True,1,False
Turbo,5.0,False,1,False
Hello World,5.0,False,1,False
SKIP,5.0,False,1,False
Skim,7.0,True,1,False
Blizzard,7.0,False,1,False
Multi-Cast,7.0,False,1,False
SKIP,7.0,False,1,False
Capacitor,10.0,True,1,False
Conserve Battery,10.0,False,1,False
Heatsinks,10.0,False,1,False
SKIP,10.0,False,1,False
Defragment,11.0,True,1,False
Barrage,11.0,False,1,False
Rebound,11.0,False,1,False
SKIP,11.0,False,1,False
Beam Cell,13.0,True,1,False
Compile Driver,13.0,False,1,False
Streamline,13.0,False,1,False
SKIP,13.0,False,1,False
Amplify,16.0,True,1,True
Multi-Cast,16.0,False,1,True
Fission,16.0,False,1,True
SKIP,16.0,False,1,True
Heatsinks,18.0,True,2,False
Double Energy,18.0,False,2,False
Consume,18.0,False,2,False
SKIP,18.0,False,2,False
Steam,21.0,True,2,False
Scrape,21.0,False,2,False
Static Discharge,21.0,False,2,False
SKIP,21.0,False,2,False
Redo,22.0,True,2,False
Claw,22.0,False,2,False
Beam Cell,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,24.0,True,2,False
Skim,24.0,False,2,False
Streamline,24.0,False,2,False
Beam Cell,24.0,False,2,False
SKIP,24.0,False,2,False
Fusion,28.0,True,2,False
Blizzard,28.0,False,2,False
Defragment,28.0,False,2,False
SKIP,28.0,False,2,False
Conserve Battery,30.0,True,2,False
Barrage,30.0,False,2,False
Compile Driver,30.0,False,2,False
SKIP,30.0,False,2,False
Capacitor,1.0,True,1,False
Lockon,1.0,False,1,False
Go for the Eyes,1.0,False,1,False
SKIP,1.0,False,1,False
Coolheaded,3.0,True,1,False
Tempest,3.0,False,1,False
Barrage,3.0,False,1,False
SKIP,3.0,False,1,False
Defragment,4.0,True,1,False
Go for the Eyes,4.0,False,1,False
Steam Power,4.0,False,1,False
SKIP,4.0,False,1,False
Glacier,7.0,True,1,False
Leap,7.0,False,1,False
Self Repair,7.0,False,1,False
SKIP,7.0,False,1,False
Hologram,12.0,True,1,False
Beam Cell,12.0,False,1,False
Lockon,12.0,False,1,False
SKIP,12.0,False,1,False
Electrodynamics,14.0,True,1,False
Rainbow,14.0,False,1,False
Buffer,14.0,False,1,False
SKIP,14.0,False,1,False
Echo Form,16.0,True,1,True
Creative AI,16.0,False,1,True
Multi-Cast,16.0,False,1,True
SKIP,16.0,False,1,True
Conserve Battery,17.0,True,2,False
Skim,17.0,False,2,False
Undo,17.0,False,2,False
SKIP,17.0,False,2,False
Ball Lightning,18.0,True,2,False
Coolheaded,18.0,False,2,False
Steam,18.0,False,2,False
SKIP,18.0,False,2,False
Defragment,20.0,True,2,False
Cold Snap,20.0,False,2,False
Scrape,20.0,False,2,False
SKIP,20.0,False,2,False
Leap,21.0,True,2,False
Hello World,21.0,False,2,False
Sweeping Beam,21.0,False,2,False
SKIP,21.0,False,2,False
Chaos,22.0,True,2,False
Self Repair,22.0,False,2,False
All For One,22.0,False,2,False
SKIP,22.0,False,2,False
Auto Shields,24.0,True,2,False
Hologram,24.0,False,2,False
Cold Snap,24.0,False,2,False
SKIP,24.0,False,2,False
Double Energy,27.0,True,2,False
Blizzard,27.0,False,2,False
Glacier,27.0,False,2,False
SKIP,27.0,False,2,False
Loop,28.0,True,2,False
Turbo,28.0,False,2,False
Barrage,28.0,False,2,False
SKIP,28.0,False,2,False
Melter,30.0,True,2,False
Ball Lightning,30.0,False,2,False
Skim,30.0,False,2,False
SKIP,30.0,False,2,False
Barrage,31.0,True,2,False
Auto Shields,31.0,False,2,False
Sunder,31.0,False,2,False
SKIP,31.0,False,2,False
Amplify,33.0,True,2,True
Seek,33.0,False,2,True
Fission,33.0,False,2,True
SKIP,33.0,False,2,True
Redo,35.0,True,3,False
Sweeping Beam,35.0,False,3,False
Ball Lightning,35.0,False,3,False
SKIP,35.0,False,3,False
Rebound,36.0,True,3,False
Streamline,36.0,False,3,False
Cold Snap,36.0,False,3,False
SKIP,36.0,False,3,False
Blind,37.0,True,3,False
Mind Blast,37.0,False,3,False
HandOfGreed,37.0,False,3,False
SKIP,37.0,False,3,False
Deep Breath,37.0,True,3,False
Impatience,37.0,False,3,False
Mind Blast,37.0,False,3,False
SKIP,37.0,False,3,False
Fusion,38.0,True,3,False
Compile Driver,38.0,False,3,False
Heatsinks,38.0,False,3,False
SKIP,38.0,False,3,False
Rebound,0.0,True,1,False
Steam Power,0.0,False,1,False
Turbo,0.0,False,1,False
SKIP,0.0,False,1,False
FTL,1.0,True,1,False
Conserve Battery,1.0,False,1,False
Cold Snap,1.0,False,1,False
SKIP,1.0,False,1,False
Leap,3.0,True,1,False
Conserve Battery,3.0,False,1,False
Go for the Eyes,3.0,False,1,False
SKIP,3.0,False,1,False
Rebound,5.0,True,1,False
Stack,5.0,False,1,False
Steam,5.0,False,1,False
SKIP,5.0,False,1,False
Force Field,12.0,True,1,False
Cold Snap,12.0,False,1,False
Beam Cell,12.0,False,1,False
SKIP,12.0,False,1,False
Meteor Strike,16.0,True,1,True
Multi-Cast,16.0,False,1,True
Biased Cognition,16.0,False,1,True
SKIP,16.0,False,1,True
Defragment,17.0,True,2,False
Turbo,17.0,False,2,False
Streamline,17.0,False,2,False
SKIP,17.0,False,2,False
Streamline,18.0,True,2,False
Melter,18.0,False,2,False
Auto Shields,18.0,False,2,False
SKIP,18.0,False,2,False
Machine Learning,20.0,True,2,False
Cold Snap,20.0,False,2,False
Hello World,20.0,False,2,False
SKIP,20.0,False,2,False
Claw,1.0,True,1,False
Go for the Eyes,1.0,False,1,False
Coolheaded,1.0,False,1,False
SKIP,1.0,False,1,False
Defragment,2.0,True,1,False
Heatsinks,2.0,False,1,False
Darkness,2.0,False,1,False
SKIP,2.0,False,1,False
Claw,3.0,True,1,False
Hologram,3.0,False,1,False
Reinforced Body,3.0,False,1,False
SKIP,3.0,False,1,False
Claw,5.0,True,1,False
Loop,5.0,False,1,False
Beam Cell,5.0,False,1,False
SKIP,5.0,False,1,False
Genetic Algorithm,6.0,True,1,False
Darkness,6.0,False,1,False
Hologram,6.0,False,1,False
SKIP,6.0,False,1,False
Conserve Battery,10.0,True,1,False
Loop,10.0,False,1,False
Stack,10.0,False,1,False
SKIP,10.0,False,1,False
Buffer,12.0,True,1,False
Reinforced Body,12.0,False,1,False
White Noise,12.0,False,1,False
SKIP,12.0,False,1,False
All For One,16.0,True,1,True
Biased Cognition,16.0,False,1,True
Machine Learning,16.0,False,1,True
SKIP,16.0,False,1,True
Claw,18.0,True,2,False
Conserve Battery,18.0,False,2,False
Static Discharge,18.0,False,2,False
SKIP,18.0,False,2,False
Sunder,19.0,True,2,False
Steam,19.0,False,2,False
Streamline,19.0,False,2,False
SKIP,19.0,False,2,False
FTL,21.0,True,2,False
Cold Snap,21.0,False,2,False
Rebound,21.0,False,2,False
SKIP,21.0,False,2,False
Ball Lightning,22.0,True,2,False
Cold Snap,22.0,False,2,False
Sunder,22.0,False,2,False
SKIP,22.0,False,2,False
Ball Lightning,23.0,True,2,False
Reboot,23.0,False,2,False
Rip and Tear,23.0,False,2,False
SKIP,23.0,False,2,False
SKIP,25.0,True,2,False
Sweeping Beam,25.0,False,2,False
Steam Power,25.0,False,2,False
Compile Driver,25.0,False,2,False
SKIP,25.0,False,2,False
Rebound,29.0,True,2,False
Undo,29.0,False,2,False
Beam Cell,29.0,False,2,False
SKIP,29.0,False,2,False
Echo Form,33.0,True,2,True
Multi-Cast,33.0,False,2,True
Thunder Strike,33.0,False,2,True
SKIP,33.0,False,2,True
Ball Lightning,34.0,True,3,False
Auto Shields,34.0,False,3,False
Chaos,34.0,False,3,False
SKIP,34.0,False,3,False
Rebound,35.0,True,3,False
Turbo,35.0,False,3,False
Storm,35.0,False,3,False
SKIP,35.0,False,3,False
Claw,37.0,True,3,False
Rebound,37.0,False,3,False
Ball Lightning,37.0,False,3,False
SKIP,37.0,False,3,False
Auto Shields,38.0,True,3,False
Turbo,38.0,False,3,False
Melter,38.0,False,3,False
SKIP,38.0,False,3,False
Streamline,39.0,True,3,False
Glacier,39.0,False,3,False
Sweeping Beam,39.0,False,3,False
SKIP,39.0,False,3,False
SKIP,41.0,True,3,False
Aggregate,41.0,False,3,False
Rainbow,41.0,False,3,False
Chaos,41.0,False,3,False
SKIP,41.0,False,3,False
Trip,48.0,True,3,False
Thinking Ahead,48.0,False,3,False
Swift Strike,48.0,False,3,False
SKIP,48.0,False,3,False
Thinking Ahead,48.0,True,3,False
Blind,48.0,False,3,False
Secret Technique,48.0,False,3,False
SKIP,48.0,False,3,False
Flash of Steel,48.0,True,3,False
Swift Strike,48.0,False,3,False
HandOfGreed,48.0,False,3,False
SKIP,48.0,False,3,False
Steam,1.0,True,1,False
Force Field,1.0,False,1,False
Hologram,1.0,False,1,False
SKIP,1.0,False,1,False
Conserve Battery,4.0,True,1,False
Auto Shields,4.0,False,1,False
Scrape,4.0,False,1,False
Genetic Algorithm,4.0,False,1,False
SKIP,4.0,False,1,False
Cold Snap,5.0,True,1,False
Streamline,5.0,False,1,False
Ball Lightning,5.0,False,1,False
Claw,5.0,False,1,False
SKIP,5.0,False,1,False
Fusion,7.0,True,1,False
Leap,7.0,False,1,False
Ball Lightning,7.0,False,1,False
Multi-Cast,7.0,False,1,False
SKIP,7.0,False,1,False
Coolheaded,8.0,True,1,False
Go for the Eyes,8.0,False,1,False
Tempest,8.0,False,1,False
Sunder,8.0,False,1,False
SKIP,8.0,False,1,False
Redo,12.0,True,1,False
Undo,12.0,False,1,False
Turbo,12.0,False,1,False
Ball Lightning,12.0,False,1,False
SKIP,12.0,False,1,False
Multi-Cast,16.0,True,1,True
Machine Learning,16.0,False,1,True
Creative AI,16.0,False,1,True
Hyperbeam,16.0,False,1,True
SKIP,16.0,False,1,True
Claw,18.0,True,2,False
BootSequence,18.0,False,2,False
Go for the Eyes,18.0,False,2,False
Sweeping Beam,18.0,False,2,False
SKIP,18.0,False,2,False
Hologram,19.0,True,2,False
Leap,19.0,False,2,False
Cold Snap,19.0,False,2,False
Stack,19.0,False,2,False
SKIP,19.0,False,2,False
Compile Driver,21.0,True,2,False
Capacitor,21.0,False,2,False
Storm,21.0,False,2,False
Rebound,21.0,False,2,False
SKIP,21.0,False,2,False
FTL,1.0,True,1,False
Go for the Eyes,1.0,False,1,False
Stack,1.0,False,1,False
SKIP,1.0,False,1,False
White Noise,4.0,True,1,False
Rebound,4.0,False,1,False
Undo,4.0,False,1,False
SKIP,4.0,False,1,False
Leap,5.0,True,1,False
Steam Power,5.0,False,1,False
Redo,5.0,False,1,False
SKIP,5.0,False,1,False
Steam,6.0,True,1,False
Genetic Algorithm,6.0,False,1,False
Storm,6.0,False,1,False
SKIP,6.0,False,1,False
Capacitor,7.0,True,1,False
Turbo,7.0,False,1,False
Force Field,7.0,False,1,False
SKIP,7.0,False,1,False
Tempest,8.0,True,1,False
Darkness,8.0,False,1,False
BootSequence,8.0,False,1,False
SKIP,8.0,False,1,False
Conserve Battery,11.0,True,1,False
Consume,11.0,False,1,False
Claw,11.0,False,1,False
SKIP,11.0,False,1,False
Ball Lightning,1.0,True,1,False
Turbo,1.0,False,1,False
Steam,1.0,False,1,False
SKIP,1.0,False,1,False
Beam Cell,10.0,True,1,False
Coolheaded,10.0,False,1,False
Stack,10.0,False,1,False
SKIP,10.0,False,1,False
Skim,11.0,True,1,False
Rebound,11.0,False,1,False
Darkness,11.0,False,1,False
SKIP,11.0,False,1,False
Hologram,13.0,True,1,False
Claw,13.0,False,1,False
Chaos,13.0,False,1,False
SKIP,13.0,False,1,False
Streamline,14.0,True,1,False
Cold Snap,14.0,False,1,False
Compile Driver,14.0,False,1,False
SKIP,14.0,False,1,False
Seek,16.0,True,1,True
Machine Learning,16.0,False,1,True
Rainbow,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
FTL,18.0,False,2,False
Steam,18.0,False,2,False
Turbo,18.0,False,2,False
SKIP,18.0,False,2,False
Tempest,21.0,True,2,False
Steam,21.0,False,2,False
Reboot,21.0,False,2,False
SKIP,21.0,False,2,False
Defragment,22.0,True,2,False
Claw,22.0,False,2,False
Go for the Eyes,22.0,False,2,False
SKIP,22.0,False,2,False
Thunder Strike,24.0,True,2,False
Cold Snap,24.0,False,2,False
Self Repair,24.0,False,2,False
SKIP,24.0,False,2,False
Redo,27.0,True,2,False
Hologram,27.0,False,2,False
Reinforced Body,27.0,False,2,False
SKIP,27.0,False,2,False
Capacitor,30.0,True,2,False
Static Discharge,30.0,False,2,False
Sweeping Beam,30.0,False,2,False
SKIP,30.0,False,2,False
Streamline,1.0,True,1,False
Stack,1.0,False,1,False
Force Field,1.0,False,1,False
SKIP,1.0,False,1,False
Conserve Battery,2.0,True,1,False
Leap,2.0,False,1,False
Coolheaded,2.0,False,1,False
SKIP,2.0,False,1,False
Coolheaded,4.0,True,1,False
Turbo,4.0,False,1,False
Go for the Eyes,4.0,False,1,False
SKIP,4.0,False,1,False
Rebound,5.0,True,1,False
Coolheaded,5.0,False,1,False
Storm,5.0,False,1,False
SKIP,5.0,False,1,False
Glacier,8.0,True,1,False
Heatsinks,8.0,False,1,False
Barrage,8.0,False,1,False
SKIP,8.0,False,1,False
Stack,10.0,True,1,False
Cold Snap,10.0,False,1,False
Redo,10.0,False,1,False
SKIP,10.0,False,1,False
Beam Cell,11.0,True,1,False
Hyperbeam,11.0,False,1,False
Barrage,11.0,False,1,False
SKIP,11.0,False,1,False
Streamline,12.0,True,1,False
Static Discharge,12.0,False,1,False
Defragment,12.0,False,1,False
SKIP,12.0,False,1,False
Echo Form,16.0,True,1,True
Meteor Strike,16.0,False,1,True
Hyperbeam,16.0,False,1,True
SKIP,16.0,False,1,True
Beam Cell,18.0,True,2,False
Coolheaded,18.0,False,2,False
Scrape,18.0,False,2,False
SKIP,18.0,False,2,False
Sunder,19.0,True,2,False
Coolheaded,19.0,False,2,False
Steam,19.0,False,2,False
SKIP,19.0,False,2,False
Barrage,20.0,True,2,False
Steam,20.0,False,2,False
Storm,20.0,False,2,False
SKIP,20.0,False,2,False
Rip and Tear,22.0,True,2,False
Beam Cell,22.0,False,2,False
Cold Snap,22.0,False,2,False
SKIP,22.0,False,2,False
Loop,24.0,True,2,False
Fusion,24.0,False,2,False
White Noise,24.0,False,2,False
SKIP,24.0,False,2,False
Rebound,27.0,True,2,False
Claw,27.0,False,2,False
Steam,27.0,False,2,False
SKIP,27.0,False,2,False
Sweeping Beam,28.0,True,2,False
Conserve Battery,28.0,False,2,False
Claw,28.0,False,2,False
SKIP,28.0,False,2,False
Storm,29.0,True,2,False
Compile Driver,29.0,False,2,False
Lockon,29.0,False,2,False
SKIP,29.0,False,2,False
Streamline,1.0,True,1,False
Barrage,1.0,False,1,False
Redo,1.0,False,1,False
SKIP,1.0,False,1,False
Stack,2.0,True,1,False
Steam,2.0,False,1,False
Biased Cognition,2.0,False,1,False
SKIP,2.0,False,1,False
Sweeping Beam,3.0,True,1,False
Coolheaded,3.0,False,1,False
Go for the Eyes,3.0,False,1,False
SKIP,3.0,False,1,False
Rebound,5.0,True,1,False
Sweeping Beam,5.0,False,1,False
Recycle,5.0,False,1,False
SKIP,5.0,False,1,False
Rebound,6.0,True,1,False
Conserve Battery,6.0,False,1,False
Hello World,6.0,False,1,False
SKIP,6.0,False,1,False
Streamline,7.0,True,1,False
Doom and Gloom,7.0,False,1,False
Defragment,7.0,False,1,False
SKIP,7.0,False,1,False
Steam,11.0,True,1,False
Claw,11.0,False,1,False
Reinforced Body,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,13.0,True,1,False
Steam,13.0,False,1,False
Electrodynamics,13.0,False,1,False
Capacitor,13.0,False,1,False
SKIP,13.0,False,1,False
Rainbow,16.0,True,1,True
Amplify,16.0,False,1,True
Meteor Strike,16.0,False,1,True
SKIP,16.0,False,1,True
Streamline,18.0,True,2,False
FTL,18.0,False,2,False
Barrage,18.0,False,2,False
SKIP,18.0,False,2,False
Sweeping Beam,19.0,True,2,False
Double Energy,19.0,False,2,False
Rip and Tear,19.0,False,2,False
SKIP,19.0,False,2,False
SKIP,21.0,True,2,False
Compile Driver,21.0,False,2,False
BootSequence,21.0,False,2,False
Sweeping Beam,21.0,False,2,False
SKIP,21.0,False,2,False
Redo,22.0,True,2,False
Cold Snap,22.0,False,2,False
Auto Shields,22.0,False,2,False
SKIP,22.0,False,2,False
Coolheaded,23.0,True,2,False
Chill,23.0,False,2,False
Static Discharge,23.0,False,2,False
SKIP,23.0,False,2,False
Doom and Gloom,1.0,True,1,False
Blizzard,1.0,False,1,False
Reinforced Body,1.0,False,1,False
SKIP,1.0,False,1,False
Fusion,2.0,True,1,False
Beam Cell,2.0,False,1,False
Turbo,2.0,False,1,False
SKIP,2.0,False,1,False
Cold Snap,5.0,True,1,False
Heatsinks,5.0,False,1,False
Consume,5.0,False,1,False
SKIP,5.0,False,1,False
Barrage,7.0,True,1,False
Turbo,7.0,False,1,False
FTL,7.0,False,1,False
SKIP,7.0,False,1,False
Barrage,8.0,True,1,False
Stack,8.0,False,1,False
Claw,8.0,False,1,False
SKIP,8.0,False,1,False
Undo,11.0,True,1,False
Coolheaded,11.0,False,1,False
Beam Cell,11.0,False,1,False
SKIP,11.0,False,1,False
Redo,13.0,True,1,False
Buffer,13.0,False,1,False
Scrape,13.0,False,1,False
SKIP,13.0,False,1,False
Core Surge,16.0,True,1,True
Hyperbeam,16.0,False,1,True
Seek,16.0,False,1,True
SKIP,16.0,False,1,True
Leap,18.0,True,2,False
Tempest,18.0,False,2,False
Coolheaded,18.0,False,2,False
SKIP,18.0,False,2,False
Coolheaded,20.0,True,2,False
Stack,20.0,False,2,False
Steam Power,20.0,False,2,False
SKIP,20.0,False,2,False
Bandage Up,0.0,True,1,False
Blind,0.0,False,1,False
Mind Blast,0.0,False,1,False
SKIP,0.0,False,1,False
Ball Lightning,1.0,True,1,False
Defragment,1.0,False,1,False
Sweeping Beam,1.0,False,1,False
SKIP,1.0,False,1,False
Darkness,2.0,True,1,False
Hologram,2.0,False,1,False
Beam Cell,2.0,False,1,False
SKIP,2.0,False,1,False
Rebound,6.0,True,1,False
Steam,6.0,False,1,False
Scrape,6.0,False,1,False
SKIP,6.0,False,1,False
Rebound,7.0,True,1,False
Steam Power,7.0,False,1,False
Undo,7.0,False,1,False
SKIP,7.0,False,1,False
Rebound,8.0,True,1,False
Claw,8.0,False,1,False
Heatsinks,8.0,False,1,False
SKIP,8.0,False,1,False
Fusion,11.0,True,1,False
Genetic Algorithm,11.0,False,1,False
Redo,11.0,False,1,False
SKIP,11.0,False,1,False
Auto Shields,12.0,True,1,False
White Noise,12.0,False,1,False
Sunder,12.0,False,1,False
SKIP,12.0,False,1,False
Cold Snap,14.0,True,1,False
Sunder,14.0,False,1,False
Beam Cell,14.0,False,1,False
SKIP,14.0,False,1,False
Machine Learning,16.0,True,1,True
Meteor Strike,16.0,False,1,True
Reboot,16.0,False,1,True
SKIP,16.0,False,1,True
Ball Lightning,18.0,True,2,False
Loop,18.0,False,2,False
Claw,18.0,False,2,False
SKIP,18.0,False,2,False
Redo,21.0,True,2,False
Force Field,21.0,False,2,False
Turbo,21.0,False,2,False
SKIP,21.0,False,2,False
Redo,24.0,True,2,False
Ball Lightning,24.0,False,2,False
Sweeping Beam,24.0,False,2,False
SKIP,24.0,False,2,False
Doom and Gloom,1.0,True,1,False
Steam,1.0,False,1,False
Cold Snap,1.0,False,1,False
SKIP,1.0,False,1,False
Beam Cell,1.0,True,1,False
Turbo,1.0,False,1,False
Redo,1.0,False,1,False
SKIP,1.0,False,1,False
Sweeping Beam,3.0,True,1,False
Machine Learning,3.0,False,1,False
Turbo,3.0,False,1,False
SKIP,3.0,False,1,False
Lockon,7.0,True,1,False
Turbo,7.0,False,1,False
Stack,7.0,False,1,False
SKIP,7.0,False,1,False
Conserve Battery,8.0,True,1,False
Static Discharge,8.0,False,1,False
Auto Shields,8.0,False,1,False
SKIP,8.0,False,1,False
Leap,10.0,True,1,False
Rainbow,10.0,False,1,False
Reinforced Body,10.0,False,1,False
SKIP,10.0,False,1,False
Streamline,13.0,True,1,False
Go for the Eyes,13.0,False,1,False
Hologram,13.0,False,1,False
SKIP,13.0,False,1,False
Ball Lightning,14.0,True,1,False
Stack,14.0,False,1,False
Go for the Eyes,14.0,False,1,False
SKIP,14.0,False,1,False
Seek,16.0,True,1,True
Reboot,16.0,False,1,True
Buffer,16.0,False,1,True
SKIP,16.0,False,1,True
Rebound,18.0,True,2,False
Consume,18.0,False,2,False
Coolheaded,18.0,False,2,False
SKIP,18.0,False,2,False
Darkness,19.0,True,2,False
Storm,19.0,False,2,False
Force Field,19.0,False,2,False
